,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1579,Mlip,Fam57b,Ttll6,Smtn,Ece2,Mpzl1,Grin2a,Ccbe1,Cfap54,Cacna1h,Apcdd1,Sh2b3,Uba7,Sptbn5,Ccdc30,Mpzl1,Cldn5,Zfr2,Slc6a5,Prrt1
1580,Nkx6-1,Ebf4,Itgae,Rasal3,Hspb8,Celsr3,Ssh3,Gbp2,H2-DMb2,Camsap3,Cacna1c,Ptp4a3,Mrvi1,Myo1g,Mast1,Epb41,Paqr6,Gas6,Fam43a,Tnr
1581,Fli1,Ece2,Dnali1,Plekhh1,Hoxd4,Fchsd2,Slc24a4,Unc13d,Sh3rf3,Gad1,Ptpn5,Prkcd,Prph,H2-DMa,Flvcr1,Zfp462,Cpne6,Matk,Abhd8,Cd37
1582,Dhh,Pdcd4,Pi15,Frmd4a,Trem2,Tmod1,Frmd4a,Dusp4,Btg2,Samd5,Nfkbia,Fchsd2,Rgs14,Jchain,Ebf4,Hpcal4,Hapln2,Arfgef3,Prodh,Rasgrf2
1583,Col13a1,Iqgap1,Fam216b,Irgm1,Rasal3,Syt4,Hif3a,Twist1,Pyroxd2,Slc9a5,Matk,Fa2h,Car3,Neurl3,Gpr17,Tac2,Myrf,Glra1,Pdcd4,Aldh1l2
1584,Gimap9,Mapk10,Rasgrp4,Ap3b2,Cxcl12,Ptpn6,Ift74,Srrm3,Mapk15,L3mbtl1,Zic2,Lamp5,Smim5,Slc36a2,Snx2,Gjb1,Sox2,H2-Q6,Slco1a4,Slc24a4
1585,Ccl5,Caly,Foxc1,Csk,Cit,Esam,Sh3rf3,Plekhd1,Ccdc153,Myo1c,Sipa1,Fam57b,Rgs11,Fcrl1,Ptpn5,Syt1,Pdlim7,Tro,Cald1,Rasal1
1586,Fn1,Syt4,Myb,Ccdc30,Snx2,Rbfox3,Adgrl2,Iglc3,Apbb1ip,Lfng,Camk2a,Rasa4,Sema4f,Resp18,Nlrc5,Sez6,Trp53i11,Shisa5,Hsf4,Gpc5
1587,S1pr4,Mafb,Adh1,Cd82,Carns1,Pclo,Prune2,Hhex,Col25a1,Prr16,Lamp5,Rabl2,Sema6c,Btk,Lpcat4,Grin2a,Sh3rf3,Elmod1,Smtn,Sh3rf3
1588,Tapbp,Hoxd4,Mia,Sncg,Inpp5d,Rasal3,Adamts20,Coq8b,Egfl8,Hhipl1,Slco1a4,Reep1,Zmynd15,Oprd1,Hpca,Zfr2,Cacna1c,Diras2,Zfp462,Ptpn6
1589,Ttn,Plekha4,Cd3e,Cxcl12,Bin2,Asap3,Matk,Clec14a,Socs1,Tnnt3,Sh3rf3,Iqgap1,Cyp1b1,Tspan2,Lamp5,Erc2,Plch2,Cacna1c,Ece2,Rgs4
1590,Epsti1,Ccdc30,Clec2i,Ebf4,Asap3,Rab36,Hpcal4,Cd4,H2-Q4,Elavl2,Zfr2,Mical2,Zap70,Col24a1,Cacna1g,Tacc2,L1cam,Grk6,Gadd45g,H2-Aa
1591,Limd2,Gas6,Ms4a4a,Fam43a,Fam57b,Sned1,Slc32a1,Slc15a3,Arid3b,Zic2,Nrip2,Stat1,Apobec2,Uts2,Calb2,Mpp3,Ecel1,Ebf4,Dusp15,Atp8a2
1592,Tnfaip3,Carns1,Tmem212,Zfp318,Mapk10,Serpinh1,Rimbp2,Kcnd3,Tk1,Cntnap5a,Plxnb3,Bgn,S1pr4,Ccr6,Aifm3,Rimbp2,Gjc2,Cyth4,Olig2,Itgam
1593,Cxcr5,Zfr2,Ncf2,Ptp4a3,Fchsd2,Phf24,Unc5a,Xkr6,Ifi27l2a,Nr2f2,Ptp4a3,Nrip2,Ahnak2,Ptprn,Apcdd1,Hip1r,Otud7a,Bin2,Ier5,Osbpl6
1594,Lox,Rab36,Smim5,Ptpn6,Zfr2,Gas6,Khdrbs2,Ncf4,Adam33,B4galnt4,Ece2,Nlrc5,Flnc,Il4i1,Bin2,Golga7b,Dffa,Celsr3,Opalin,Kcnab1
1595,Mfge8,Lfng,Erbb3,Kcnk9,Coro1a,Syt3,Sez6,Fam155a,Trp53i11,Rgs11,Nbl1,Glra1,C1qtnf3,Zfr2,Myt1l,Slco1a4,Slc45a1,Rasal3,Diras2,Cacna1c
1596,Olfml2a,Tro,Tpm2,Nfkbia,Tmem88b,Sv2c,Kalrn,Cd24a,Des,Slc2a1,Tro,Rab36,Calca,Tnf,Nrip2,Khdrbs2,Ltbp4,Caly,Epha10,Celf3
1597,Sp140,Sned1,Il2rb,Caly,Rbfox3,Nlrc5,Tnr,Flna,Col28a1,Fbxo2,Tap2,Pdcd4,Mgl2,Ebf2,Mpzl1,Sgtb,Sez6,Hoxd4,Stat1,Pdcd4
1598,Hba-a2,Prkcd,Cmah,Col16a1,B4galnt1,Arfgef3,Slc45a1,Efcc1,Col9a3,Cacna1c,Slc6a17,Satb1,Twist1,Chat,Slc6a17,Nptxr,Slc32a1,Opalin,Myt1l,Ptp4a3
1599,Igha,Camkv,Ubd,Vstm2l,Celsr3,Mical2,Gpr37,Trim7,Cd53,Mest,Snx2,Caln1,Cxcr4,Grik1,Drp2,Xkr6,Hcn1,Mical2,Carmil2,Slc6a5
1600,Col6a3,Cacna1i,Mapk15,Baiap3,Camkv,Grk6,Plekha1,Syt5,Iglc3,Rimbp2,Ccdc30,Snx2,Top2a,Cxcr5,Trem2,Hcn1,Slc2a1,Syt4,Csk,Egfl7
1601,Cd5,Kalrn,Tgm1,Kalrn,Kalrn,Camkv,Slco1c1,Tenm2,Runx3,Nrn1,Unc93b1,Matk,Arhgef18,Limd2,Sox9,Hsf4,Syngap1,Cd82,Vars,Grk6
1602,Zmynd15,Glra1,Ngfr,Zfp462,Zfp318,Repin1,Otud7a,Actn2,Gimap9,Flna,Samhd1,Plekhh1,Jchain,Oprl1,Vstm2l,Hoxd3,Ebf1,Fam57b,Calb2,Plek
1603,Runx3,Elmod1,Cr2,Ttll3,Camk2a,Tprn,Rabl2,Ly6d,Eng,Sh3bgrl2,Rabl2,Ptpn5,Obscn,Csf3r,Slco1a4,Tnr,Myt1,Zfp462,Sipa1,Hoxd4
1604,Tgm1,Tprn,Gimap1,Sv2c,Prodh,Vstm2l,Cdk18,Sept1,Foxp4,Elavl4,Tspan2,Tmem63a,Il2rb,Actl6b,S100a10,Rgs4,Nyap2,Id1,Lamp5,Abhd8
1605,Ddr1,Vars,Myh4,Gpld1,Elmod1,Csf3r,Prodh,Wtip,Flna,Acta1,Carmil2,Tro,Des,Ms4a1,Fam57b,Slc45a1,Sgtb,Mapk10,Gjc2,Sipa1
1606,Izumo1r,Caln1,Lta,Esam,Gas6,Nptx1,Ptprb,Il1r1,Tagln,Gas6,Actn1,Tap2,Cfap54,Plcxd3,Hoxc8,Unc5a,Carmil2,Slc6a17,Pllp,Lpcat4
1607,H2-DMb2,Matk,Grap,Kcnab3,Arfgef3,Adam23,Jun,Stab1,Rfx2,Smpd4,Gjc3,Mapk10,Epsti1,Ltb,Kalrn,Slc2a1,Khdrbs2,Csf3r,Fchsd2,Kcnd2
1608,Slc36a2,Tmem88b,Mafb,Cfh,Add2,Cit,Reep1,Rgs9,Cfap69,Gpc1,Caly,Diras2,Snx20,Bank1,Ttll3,Adam11,Syt1,Pdcd4,Tro,Shank2
1609,Bcl2l12,Tap2,Fam167a,Tap1,Stat2,Zfp318,Repin1,Filip1l,Ly6d,Acly,Cavin1,Sipa1,Myo1c,Fabp3,Csk,Sh2d5,Rabl2,Caln1,Cd82,Sh3bp2
1610,Egr2,Prx,H2-M3,Serpinh1,Tprn,Carns1,Cables1,Fcrl1,Col20a1,Cck,Gas6,Flna,Hs3st1,Il2rb,Carmil2,Rab36,Ppp1r16b,Adam23,Caln1,Trem2
1611,Ptpn7,Stat1,Csf3r,Myrf,Ltbp4,Plekha4,Rgs4,Vars,Sfrp4,Cpne6,Gpld1,Zfr2,Gimap9,Mfap3l,Rasal3,Abhd8,Rab36,Syt3,Samhd1,Sh3bgrl2
1612,Ly6d,Camk2a,Mybpc1,Il33,Pclo,Ggt7,Mypop,Fam169b,Mzb1,Cbln1,Fam57b,Actn1,Celsr1,Trbc1,Inpp5d,Tprn,Hpcal4,Ctsd,Rab36,Ltbp4
1613,Top2a,Myt1l,Rsph9,Caln1,Sh3bp2,Inpp5d,Hoxd3,Shank2,Ifit1,Slc4a8,Plekha4,Ece2,Shisa5,Camkv,Gas6,Pmp22,Repin1,Dock6,Akap13,Nrsn2
1614,Rbm38,Fa2h,Zc3h12d,Samhd1,Map3k9,Nap1l2,Hoxd4,Dpt,Cfap65,L1cam,H2-Q6,Arfgef3,Rnf122,Celf5,Prrt1,Ebf4,Tppp3,Gpld1,Map3k9,Tmem35a
1615,Htra3,Myrf,Trim68,Rasa4,Gadd45g,Igkc,Crtac1,Pdlim7,Wdfy4,Scrt2,Igkc,Gjc2,Plbd1,Sept1,Zfr2,Serinc5,Tac2,Nptx1,Myrf,Zfr2
1616,Spib,Sv2c,B3gnt5,Mical2,Syt4,Cyp46a1,Actl6b,C1qtnf4,Slc6a5,Cfap100,Syt4,Slc6a17,Togaram2,Il16,Glra1,Sgms1,Igkc,Gadd45g,Caly,Atcay
1617,Iglc3,Ap3b2,Rbm38,Txnip,Vstm2l,Kcnh2,Itih3,Lmx1b,Igha,Mafa,C3,Pclo,Crip1,H2-DMb2,Cacna1i,Flt1,Ppfia4,Tprn,Zfp318,Gpr17
1618,Rhoh,Pclo,Acss3,Sema7a,Mical2,Tmem88b,Rab36,Trbv16,Postn,Hcn1,Diras2,Ier5,Ngfr,Izumo1r,Elmod1,Kalrn,Mtcl1,Ap3b2,Hpca,Vstm2a
1619,Zbp1,Snx2,Cfap44,Cacna1g,Nbl1,Igfbp2,Xkr6,Fcmr,Tnni3,Sez6,Fam155a,Il33,Adam33,Uchl1,Rab36,Ece2,Smpd4,Ggt7,Zfp36,H2-Q6
1620,Itih2,Cit,Drc7,Snap91,Vars,Fn1,Cacna1c,Zic2,Tmem114,Sgtb,Kcna1,Prrt1,Col24a1,Lingo4,Lfng,Cacna1c,Hoxd3,Esam,Hoxd4,Ptpn5
1621,Mndal,Phf24,Hspb1,Iqgap1,Sv2c,Hoxc8,Mpp3,Spp1,Zap70,Slc17a6,Hspg2,Hpca,Wdr78,Slc18a3,Mapk10,Drp2,Pllp,Cyp46a1,Gpld1,Syt13
1622,Rasl12,Csk,Cnr2,Grin2d,Gpld1,Kcnab3,Slc4a10,Cd40,Itga4,Pltp,Caln1,Cit,Cfap69,Cck,Tapbp,Atp8b2,Them6,Arhgap45,Cacna1i,Adam11
1623,Il1r1,Cald1,Tnnt1,Dcn,Prrt1,Pdcd4,Erc2,Rsph10b,Ccbe1,Necab2,Iqgap1,Lpcat4,Egr2,Cacng5,Opalin,Hs6st2,Kcnd2,Myrf,Ggt7,Myt1
1624,Irf7,B4galnt1,Zbp1,Slc7a5,Prkcd,Lfng,Hsf4,Syt6,Fcmr,Cavin1,Myt1l,Fn1,Mns1,Sh2d2a,H2-Q6,Mtcl1,Gpld1,Cacna2d2,Plxnb3,Acly
1625,Iglc1,Arfgef3,Gldn,Tap2,Cacna2d2,Kcnk9,Fam163b,Serpina3g,Mia,Adam11,Col27a1,Syt4,Aox3,Prph,Caln1,Ica1,Egfl7,Phf24,Ptp4a3,Mast1
1626,Trbc1,Zfp318,Enpp6,Vwa5b2,Slc4a8,Scn4b,Gfra1,Olfml2a,Rubcnl,Khdrbs2,Cacna2d2,Gpam,Fcrla,Irf8,Pclo,Slc4a10,Slc38a3,Nap1l2,Glra1,Arhgap45
1627,Ms4a6c,Col1a2,Chodl,Hapln4,Id1,H2-Q6,Hs6st2,Iglc1,Foxp1,Myt1,Flt1,H2-Q6,Itih2,Elavl4,Gadd45g,Erich3,Sema7a,Fchsd2,Coro1a,Atp2b3
1628,Pim1,Celsr3,Lrrc23,Add2,Phf24,Arhgap45,Grin2b,March11,Iglc1,Ngef,Cit,Syt3,Spn,Erbb3,Ap3b2,Fam163b,Ece2,Flt1,Il33,Ece2
1629,Ifi203,Ggt7,Malt1,Slc4a8,Esam,Cacna1g,Erich3,Tnni3,Ttn,Swap70,Rnf112,Sec14l5,Limd2,Kcnd2,Carns1,Sox9,Mical2,Camkv,Cacna1c,Lfng
1630,Acta2,Nnat,Helz2,Rgs7bp,Celf5,Egfl7,Sh2d5,Myh2,Ms4a6c,Adgrl2,Elmod1,Drp2,Bcl11a,Dusp2,Klf2,Atp13a2,Grin2a,Sv2c,Shisa5,Actn1
1631,Ifi27l2a,Baiap3,Myl2,Fchsd2,Syt3,Opalin,Serinc5,Nppc,Myh2,Zcchc12,Col11a2,Add2,Cnn2,Iglc3,Celsr3,Gfra1,Tril,Add2,Matk,Gas6
1632,Dgka,Syt3,Six5,Asap3,Adam23,Tap2,Atcay,Zfp941,Rac2,Zfr2,Arfgef3,Zfp318,Hspb8,Chrm2,Frmd4a,Actl6b,Fam163b,Tmem88b,Mapk10,Rasal3
1633,Sp100,Ier5,Swap70,Prkcd,Ggt7,Snx2,Syt13,Crabp1,Tnfaip3,Nrgn,Cacna1i,Camk2a,Igfbp2,Sult4a1,Syt3,Otud7a,Anxa6,Kcnk9,Fa2h,Kalrn
1634,Sash3,Vstm2l,Filip1l,Mapk10,Rab36,Tmem25,Limk1,Mlip,Mns1,Hoxd3,Celsr3,Slc7a5,Lox,Sash3,Cit,Slc4a8,Satb1,Plekhh1,Fn1,Vars
1635,Myh9,Mical2,Hist1h2ae,Bin2,Baiap3,Sh2b3,Ccdc30,Srrm4,Itgb7,Xkr6,Ctsd,Ltbp4,Lat,March11,Gpld1,Rgs5,Adgrl2,Sncg,Phf24,Epha10
1636,Aldh1a2,Sipa1,Apobec2,Fn1,Frmd4a,Snap91,Apcdd1,Ankfn1,Themis2,Prodh,Serinc5,Ngef,Cntn2,L1cam,Matk,Rasgrf2,Grb10,Rbfox3,Prrt1,Lamp5
1637,Atf3,Ngef,Wdr66,Tmem88b,Cacna1g,Grin2d,Gjb1,Psmb9,Cdk18,Slc45a1,Rbfox3,Serpinh1,Sfrp4,Eef1a2,Syt4,Atp1a1,Xkr6,Frmd4a,Syt3,Inpp5j
1638,H2-Eb2,Cacna2d2,Stat4,Sh3bp2,Opalin,Ngef,Nptxr,Iqgap2,Bst2,Hpcal4,Pclo,Tmod1,Ms4a6c,Pllp,Tmem88b,Syt13,Mpp3,Cit,Lfng,Fchsd2
1639,Lck,Sh2b3,Ppp1r18,Syt3,Lfng,Rhbdl1,Atp8a2,Blk,Stra6,Satb1,Ltbp4,Rbfox3,Fam43a,Ly6d,Grin2d,Rabl2,Clcn4,Camk2a,Fam57b,Car11
1640,Wnt6,Adam23,Btg1,Col11a2,Sh2b3,Csk,Prx,Ica1,Blk,Nyap2,Adam23,Kcnh2,Btg2,Cdkl1,Cacna2d2,Crtac1,Ebf4,Sipa1,Celsr3,Carmil2
1641,Hspb1,Rhbdl1,Fli1,Dock6,Cd82,Vars,Stac2,Batf3,Sbspon,Erich3,Mapk10,Serinc5,Atp2a3,Btla,Phf24,Rhbdl1,Hoxd4,B4galnt1,Kalrn,Reep1
1642,Foxd1,Tmod1,Csf2rb,Ltbp4,Csk,Vwa5b2,Shank2,Sbspon,Gimap8,Il34,Cxcl12,Sncg,Grap2,Plcb2,Rbfox3,Syngap1,Fa2h,Slc7a5,Slc6a17,Mypop
1643,Baz1a,Coro1a,Pgam2,Sned1,Cyp46a1,Tmem132a,Ica1,Unc5a,Ahi1,Tac2,Phf24,Unc93b1,Sdc1,Tenm2,Cx3cl1,Nrip2,Cacna1e,Snap91,Cstf2,Ier5
1644,Fcmr,Gpld1,Dynlrb2,Plekha1,Kcnh2,Myrf,Vstm2a,Lilrb4a,Hdac6,Slc32a1,Hoxc8,Cacna2d2,Myb,Strip2,Arfgef3,Gpr17,Sh3bgrl2,Tmem132a,Col1a2,Gadd45g
1645,Pstpip1,Snap91,Sigirr,Rhbdl1,Repin1,Sipa1,Kcnd2,Nts,Tnfaip8,Dcn,Lfng,Ap3b2,Runx3,Psd4,Slc4a8,Atp8a2,Unc5a,Il33,Tapbp,Anxa6
1646,Myh1,H2-Aa,Iqgap2,Grk6,Grin2d,Prrt1,Crocc,Traf3ip3,H2-Eb2,Syt1,Syt3,Map3k9,Tmc8,Hcn2,Kcnh2,Nnat,Crtac1,Sh2b3,Pclo,Cldn5
1647,Icam1,Esam,Iglc2,Sh2b3,Vwa5b2,Add2,Cstf2,Itga3,Cdkn1a,Smtn,Camkv,Id1,Ssh3,Gimap4,Camk2a,Nyap1,Hs6st2,Col11a2,Esam,Calb2
1648,Batf3,Olig2,Enkur,Shisa5,Nap1l2,Cacna2d1,Mtcl1,Apbb1ip,Spib,Them6,Plekha1,Cacna1i,H2-Q7,Ryr2,Coro1a,Ccdc30,Clmn,Vstm2l,Cit,Mical2
1649,Cebpd,Kcna1,Tnni3,Klf2,Cald1,Map3k9,Drp2,Mndal,Sptbn5,Grb10,Snap91,Rgs5,Wnk4,Gimap3,Ighm,Gpc5,Golga7b,Zfp318,Slc25a18,Fam57b
1650,Dpt,Plekha1,Rfx2,Zfp36,Ngef,Zfp36,Celf3,Pip5kl1,Col6a3,Slc7a5,Il33,Coro1a,Cyp26b1,Gldn,Flt1,Grin2b,Gria3,Srrm3,Elmod1,Shisa5
1651,Myh2,Rbfox3,Hba-a2,Pdcd4,Nptx1,Slc4a8,Kcnab1,Itpr3,Syt10,Tril,Esam,Celsr3,Ica1,Fcmr,Csf3r,Mical2,Erc2,Tap2,Arfgef3,Tro
1652,Traf1,Nptx1,Cd5,Cyp46a1,Tmem132a,Id1,Gpr17,Myh1,Tmc8,Sh3rf3,Prx,Grk6,Cd5,Pmp2,Nap1l2,Epha10,Il33,Cstf2,Mical2,Syngap1
1653,Itga4,Grin2d,Cd55,Kcnh2,Mypop,Ptprn2,Gpc5,Plcb2,Fcrl1,Tpm2,Vars,Nbl1,Adam23,Caly,Cd82,Shank2,Pmp22,Kcnab3,Ap3b2,Rasa4
1654,Cxcl12,Celf5,Prph,Rbfox3,Stat1,Bin2,Zfr2,Tmem131l,Slc36a2,Atp8a2,Serpinh1,Phf24,Ccr6,Myh2,Tmem132a,Hoxd4,Tacc2,Chd5,Kcnh2,Klf2
1655,Blk,Col11a2,Ccdc162,Arhgap45,Olig2,Baiap3,Slco1a4,H2-Eb2,Unc5cl,Snca,Col9a3,Sema7a,Mafb,Mest,Syngap1,Matk,Reep1,Nnat,Camkv,Lyz2
1656,Gpr17,Nap1l2,Tnf,Repin1,Hoxc8,Sh3bp2,Nyap1,Rims1,Gpsm3,Grin2a,Fn1,Elmod1,Stat6,Syt1,Camkv,Celf3,Rgs4,Sema7a,Tmem63a,Ggt7
1657,Sned1,C3,Epsti1,Ptprn2,Kcnab3,Stat1,Fn1,Doc2a,Btg1,Klf2,Sgsm1,Vwa5b2,Sash3,H2-Eb2,Sv2c,Nrsn2,Actl6b,Lrp8,Syt4,Syt4
1658,Spn,Repin1,Gimap9,Serinc5,Kcnk9,Sncg,Zfp462,Cd22,Htra3,Fn1,Zfp318,Cyp46a1,Ccbe1,Acan,Rhbdl1,Reep1,Sema4f,Pllp,C3,Cacna2d2
1659,Fam169b,Cacna1g,Cfap126,Tmem132a,Snap91,Celf5,Ppip5k1,Ralgps2,Dpt,Ebf4,Sv2c,Cald1,Plek,Spib,Nptx1,Jag2,Slc25a18,Kcnh2,Snap91,Ap3b2
1660,Prkcd,Plxnb3,Ifi203,Atp2b2,Ptprn2,Fam155a,Nrip2,Zic1,Rsph9,Ebf1,Kcnk9,Repin1,Lcp2,Col25a1,Repin1,Tmem63a,Nyap1,Rhbdl1,Rbfox3,Tprn
1661,Tmc8,Slc4a8,Cemip,Cald1,Rhbdl1,B4galnt1,Snca,Pi16,Cpne7,Mpp3,Mical2,Slc4a8,Sptbn5,Snx20,Sncg,Snca,Erich3,Repin1,Ltbp4,Caly
1662,Fcrl1,Kcnk9,Zap70,Chd5,Col11a2,Limk1,Slc6a5,Myt1,Amigo2,Nyap1,Klf2,Col9a3,Tmprss5,Dmtn,Ctsd,Tmem88b,Shank2,Cacna1g,Kcna1,Caln1
1663,Plekhg2,Sncg,Crb2,Efr3b,Sgsm1,AI593442,Nrsn2,B4galnt4,Hvcn1,Rgs4,Ggt7,Smtn,Irf5,Trbc2,Vars,Repin1,Tspan2,Kcna2,Tmem132a,Glra1
1664,Lrg1,Sema7a,Apoc1,Vars,Nnat,Epb41,Epha10,Reep2,Clec2d,Erc2,Efr3b,Egfl7,Ttn,Cacng7,Sh3bp2,Osbpl6,Zfp318,Ngef,Cacna2d2,Clmn
1665,Map4k1,Ltbp4,Car3,Gjc3,Atp2b2,Nbl1,Ptpn5,Baz1a,Mlip,Golga7b,Cyp46a1,Itih3,Filip1l,Snap91,Col11a2,Atcay,Sh2d5,Lfng,Camk2a,Diras2
1666,Islr,H2-Ab1,Cxcl9,Prkar1b,Fcho1,Pnck,Inpp5j,Col8a1,Ccl12,Fam163b,Kcnh2,Plekha1,Crispld2,Tbc1d10c,Akap13,Kcnab1,Prrt1,Vwa5b2,Slc4a8,Elmod1
1667,Pirb,Ptprn2,Plekhg2,Camkk1,Sncg,Cstf2,Sox9,Foxd1,Atp2a3,Cldn5,Dusp15,Nap1l2,Rcsd1,Zfp488,Add2,Kcnd2,Atcay,Ptprn2,Slc7a5,Hoxc8
1668,Btla,Prrt1,Itga4,Col9a3,Fa2h,Fcho1,Fxyd7,Arhgap19,Zmynd15,Abhd8,Egfl7,Fam155a,Myo7a,Hhipl1,Fam155a,Macf1,Fbxo2,Prrt1,Sv2c,Myt1l
1669,Chn2,Map3k9,Dusp2,Sult4a1,Fam155a,Atp2b2,Osbpl6,Crispld2,Rarres2,Tmem132a,Repin1,Vars,Dusp2,Lrmp,Itih3,Kcna1,Gpc5,Inpp5d,Ptprn2,Pclo
1670,Cd2,Sox9,Igfbp2,Rims1,Man1a,Il33,Jag2,Nfkb2,Ms4a1,Gria3,Mypop,Rhbdl1,Sla,Lcp2,Snap91,Clcn4,Rasgrf2,Dusp15,Sec14l5,Matk
1671,Ms4a1,Rapgef3,Vwf,Sst,Myrf,Kcna1,Diras2,Bcl11a,Syk,Reep1,Sox9,Grin2d,Cd40,Slc9a5,Baiap3,Inpp5j,Abhd8,Map3k9,Cyp46a1,Cacna1i
1672,Slc6a20a,Unc93b1,Des,B4galnt1,Plekhh1,Fa2h,Agap2,Dennd1c,Bank1,Igfbp2,Cstf2,Vstm2l,Cd55,Maf,Unc93b1,Map3k9,Rhbdl1,Fa2h,Repin1,Ngef
1673,Icosl,Cyp46a1,Mgl2,Tmem25,Pnck,Inha,Myt1l,Ptpn7,Myh1,Pdlim7,Vstm2l,Adam23,Actn1,Iglon5,Sipa1,Myt1,Jag2,Slc4a8,Ccdc136,Ctsd
1674,Bank1,Kcnab3,Tmc8,Ppfia4,AI593442,Chd5,Ebf4,Satb1,Mndal,Cacna1e,Sncg,Sv2c,Cxcl9,Cdh18,Serinc5,Tmem35a,Inpp5j,Syngap1,Sox9,Slc6a17
1675,Cd4,Hoxc8,Fcrla,Hoxc8,Sst,Shisa5,Mast1,Igf1,Birc3,Ccdc30,Nptx1,Sgms1,Egr1,Mlip,Cstf2,Rapgef3,Grin2b,Scn1a,Serinc5,Gpld1
1676,Haao,Fam155a,Celsr1,Ggt7,Inha,Arpp21,Hpca,Gldn,Dennd1c,Zfp318,Grin2d,Tmem132a,Col28a1,Atcay,Myrf,Atp2b3,Hsf4,Fcho1,Tmod1,Celsr3
1677,Zc3hav1,Il33,Pyroxd2,Fa2h,Carmil3,Ctsd,Adam23,Tm4sf1,Crb2,Kcnd2,Sned1,Jun,Trim14,Rnf207,Ngef,Hoxc8,Slc7a5,Tyrobp,Sncg,Camk2a
1678,Klf2,Kcnh2,Egfl8,Inha,Plxnb3,Ache,Ece2,Snhg11,Tcf7,Gpc5,Rhbdl1,Clmn,Plau,Gad1,Kcnab3,Slc6a5,Nptxr,Col27a1,Celf5,Rhbdl1
1679,Il9r,Add2,Cxcr4,Lfng,Efr3b,Cd82,Myt1,Sh2d2a,Atp13a4,Atcay,Tmem132a,Kcnk9,Cxcr5,Slit2,Pmp22,Vstm2a,Slc4a10,Baiap3,Nptx1,B4galnt1
1680,Serpina3g,Klf2,Top2a,Itih3,Pllp,Hapln4,Lamp5,Clec2d,B4galnt4,Ptp4a3,Add2,Sned1,Il2rg,Slc6a7,Adam23,Ptpn5,Acly,Hspa12a,Chd5,Tmem88b
1681,H2-DMa,Flt1,Olfml2a,Atp8b2,Serinc5,Syngap1,Atp2b3,Wnt6,Serping1,Fchsd2,Efnb3,Klf2,Irf8,Apbb1ip,Ggt7,Hpca,Dusp15,Vars,Rhbdl1,Grin2d
1682,Stab1,Plekhh1,Ms4a6c,H2-Q6,Sipa1,Olig2,Tmem35a,Dusp2,Il9r,Slc4a10,Kcnab3,Baiap3,Tprn,Col11a1,Celf5,Plxnb3,Matk,Aifm3,Ucp2,Phf24
1683,Rubcnl,Pnck,Clec2d,Cstf2,Il33,Scn1a,Mpzl1,L1cam,Slc6a13,Shank2,Cald1,Dcn,Rac2,Matn2,Map3k9,Lamp5,Fhl1,Tspan2,B4galnt1,Csf3r
1684,Afap1l2,Fcho1,Hhex,Pnck,Cstf2,Flt1,Caly,Rabl2,Fmod,Hs6st2,Smtn,Igkc,Cyth4,Hcn1,Atp8b2,Adam23,Celf3,Fam155a,Tspan2,Syt3
1685,Igf1,Vwa5b2,Zmynd15,Hspa12a,Aifm3,Itih3,Cldn5,Ms4a1,Nup210,Efr3b,Tmem63a,Dusp15,Batf3,Tmprss5,Cyp46a1,Mast1,Zfr2,Celf5,Rgs5,Tmem132a
1686,Cdkn1c,Cx3cl1,Itgax,Pacsin1,Ier5,Ppip5k1,Fam57b,Gria3,Kcnc2,Sh2d5,Lmtk3,Syngap1,Dhh,Spock3,Egfl7,Prrt1,Cadm1,Olig2,Man1a,Nptx1
1687,Cd22,Serinc5,Flnc,Mypop,Rnf112,Slc25a18,Nap1l2,Ddn,Crip1,Egfl7,Nap1l2,Limk1,Lat2,Necab2,B4galnt1,Col11a2,Ccdc30,Sox9,Klf2,Nnat
1688,Wdfy4,Egfl7,Runx3,Plxnb3,Chd5,Plekhh1,Tprn,Bank1,H2-DMb1,Rasgrf2,Baiap3,Celf5,Gpc3,Rasgef1b,Mpz,Limk1,Hoxc8,Hoxc8,Nap1l2,Cyp46a1
1689,Itgb7,AI593442,Igfbp6,Kcna1,Akap13,Sgsm1,Tro,Arhgap9,Cd4,Rab36,Cacna1g,Plekha4,Erbb3,Bcl11a,Hoxb8,Pitpnm1,Mag,Kcna1,Cacna1g,Msn
1690,Cytip,Chd5,Sbspon,Cacna1b,Sox9,Nnat,Calb2,Rubcnl,Hes5,Mypop,Stat1,Cabp7,Stab1,Bcan,Jun,Tro,Plekha4,AI593442,Igf2,Sox9
1691,Serinc5,Tmem132a,Art3,Syngap1,Prkar1b,Cx3cl1,Ap3b2,Col13a1,Myb,Ahnak,Ngef,B4galnt1,Nbl1,Chst3,Vwa5b2,Klk6,Slc4a8,H2-Aa,Fcho1,Mapk10
1692,Cxcl9,Sst,Aox3,Itm2a,S100a10,Klf2,Syt3,Junb,Cytip,Actl6b,Shisa5,Ggt7,Izumo1r,Il9r,Ptprn2,Ppp1r16b,Ica1,Efr3b,Vstm2l,Kcnh2
1693,Birc3,Itih3,Zc3hav1,Vtn,Tmod1,Aifm3,Tmem88b,Slc6a13,Psmb9,Itm2a,Slc25a18,Vtn,H2-DMb2,Mgat5b,Inha,Calb2,Syt13,Limk1,Nkx6-2,Arfgef3
